QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20183,03825903,62,0,5,01,D,100,D,1,D,0.0650,D,3088,D,2861,D,02,D,190000,D
20183,03827093,14,0,5,01,D,100,D,1,D,0.0650,D,894,F,606,F,01,D,55000,F
20183,03827273,54,0,5,01,D,100,D,1,D,0.0650,D,5466,D,-3715,T,01,D,295655,T
20183,03827293,24,0,5,01,D,100,D,1,D,0.0650,D,634,F,-238,F,01,D,39000,F
20183,03828343,12,0,5,01,D,100,D,1,D,0.0650,D,130,D,1620,D,01,D,8000,D
20183,03828923,27,0,5,01,D,100,D,1,D,0.0650,D,293,D,757,D,01,D,18000,D
20183,03840093,37,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,94000,D
20183,03840453,22,0,5,01,D,100,D,1,D,0.0650,D,1292,D,158,D,01,D,79500,D
20183,03840653,16,0,1,01,D,100,D,1,D,0.0650,D,114,D,636,D,01,D,7000,D
20183,03840773,54,0,5,01,D,100,D,1,D,0.0650,D,731,D,-130,D,01,D,45000,D
20183,03841023,19,0,5,01,D,100,D,1,D,0.0650,D,1349,D,679,D,01,D,83000,D
20183,03841063,38,0,5,01,D,100,D,1,D,0.0650,D,260,D,11740,D,01,D,16000,D
20183,03841953,40,0,5,01,D,100,D,1,D,0.0650,D,98,D,5902,D,01,D,6000,D
20183,03842383,62,0,5,01,D,100,D,1,D,0.0650,D,81,D,2919,D,01,D,5000,D
20183,03843393,24,0,5,01,D,100,D,1,D,0.0650,D,975,F,1335,F,01,D,60000,F
20183,03843663,17,0,5,01,D,100,D,1,D,0.0650,D,1,F,109,F,01,D,85,F
20183,03845343,28,0,5,01,D,100,D,2,D,0.0650,D,1251,F,570,F,01,D,77000,F
20183,03845943,34,0,5,01,D,100,D,1,D,0.0650,D,211,D,1739,D,01,D,13000,D
20183,03846443,22,0,5,01,D,100,D,1,D,0.0650,D,520,D,-412,D,01,D,32000,D
20183,03846523,39,0,5,01,D,100,D,1,D,0.0650,D,1170,D,105,D,01,D,72000,D
20183,03846933,35,0,5,01,D,100,D,1,D,0.0650,D,471,D,-21,D,01,D,29000,D
20183,03847003,21,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,2660,D
20183,03847183,58,0,5,01,D,100,D,1,D,0.0650,D,211,F,539,F,01,D,13000,F
20183,03847503,22,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03847773,26,0,5,01,D,100,D,1,D,0.0650,D,14,D,836,D,01,D,850,D
20183,03848053,21,0,5,01,D,100,D,1,D,0.0650,D,975,D,1335,D,01,D,60000,D
20183,03848363,45,0,5,01,D,100,D,1,D,0.0650,D,1593,D,1407,D,01,D,98000,D
20183,03848443,9,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,27000,D
20183,03848523,24,0,5,01,D,100,D,1,D,0.0650,D,650,D,-50,D,01,D,40000,D
20183,03848613,40,0,5,01,D,100,D,1,D,0.0650,D,813,D,537,D,01,D,50000,D
20183,03849123,31,0,5,01,D,100,D,1,D,0.0650,D,780,D,-252,D,01,D,48000,D
20183,03849373,14,0,5,01,D,100,D,1,D,0.0650,D,49,D,1451,D,01,D,3000,D
20183,03850553,18,0,5,01,D,100,D,1,D,0.0650,D,213,D,906,D,01,D,13100,D
20183,03850783,20,0,5,01,D,100,D,1,D,0.0650,D,150,F,750,F,01,D,9200,F
20183,03851053,69,0,5,01,D,100,D,1,D,0.0650,D,5466,F,-3715,V,01,D,295655,V
20183,03851053,70,0,5,01,D,100,D,1,D,0.0650,D,325,F,2075,F,02,D,20000,F
20183,03851113,13,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03851173,22,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03852233,17,0,5,01,D,100,D,1,D,0.0650,D,179,F,121,F,01,D,11000,F
20183,03852803,24,0,5,01,D,100,D,2,D,0.0650,D,1268,F,-128,F,01,D,78000,F
20183,03853053,18,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,43000,D
20183,03854233,43,0,5,01,D,300,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03854343,32,0,5,01,D,100,D,1,D,0.0650,D,163,D,437,D,01,D,10000,D
20183,03854413,33,0,5,01,D,100,D,1,D,0.0650,D,1113,D,-265,D,01,D,68500,D
20183,03854533,14,0,5,01,D,100,D,1,D,0.0650,D,244,D,386,D,01,D,15000,D
20183,03854993,18,0,5,01,D,100,D,2,D,0.0650,D,601,F,8399,F,01,D,37000,F
20183,03855303,56,0,5,01,D,100,D,1,D,0.0650,D,1300,F,1640,F,01,D,80000,F
20183,03855443,28,0,5,01,D,100,D,1,D,0.0650,D,520,D,380,D,01,D,32000,D
20183,03857153,23,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,35000,D
20183,03857653,24,0,5,01,D,100,D,1,D,0.0650,D,1869,D,-369,D,01,D,115000,D
20183,03858503,14,0,1,01,D,100,D,1,D,0.0650,D,1625,D,2275,D,01,D,100000,D
20183,03859663,28,0,5,01,D,100,D,1,D,0.0650,D,2438,F,-548,F,01,D,150000,F
20183,03860023,26,0,5,01,D,100,D,1,D,0.0650,D,406,D,196,D,01,D,24975,D
20183,03892342,24,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03892832,38,0,5,01,D,100,D,1,D,0.0650,D,211,D,1139,D,01,D,13000,D
20183,03893282,41,0,5,01,D,100,D,1,D,0.0650,D,7,D,3793,D,01,D,400,D
20183,03893362,23,0,5,01,D,100,D,1,D,0.0650,D,1292,F,158,F,01,D,79500,F
20183,03894452,19,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,57000,D
20183,03894462,22,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,70000,D
20183,03894622,31,0,5,01,D,100,D,1,D,0.0650,D,293,F,757,F,01,D,18000,F
20183,03894662,21,0,5,01,D,100,D,1,D,0.0650,D,293,D,567,D,01,D,18000,D
20183,03894912,26,0,5,01,D,100,D,1,D,0.0650,D,234,D,4058,D,01,D,14400,D
20183,03895112,19,0,5,01,D,100,D,1,D,0.0650,D,455,D,-155,D,01,D,28000,D
20183,03895512,31,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,100000,D
20183,03895802,19,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,23000,D
20183,03896192,27,0,5,01,D,100,D,1,D,0.0650,D,195,D,3405,D,01,D,12000,D
20183,03896232,20,0,5,01,D,100,D,1,D,0.0650,D,404,D,526,D,01,D,24840,D
20183,03897312,32,0,5,01,D,100,D,1,D,0.0650,D,98,D,852,D,01,D,6000,D
20183,03897582,15,0,5,01,D,100,D,1,D,0.0650,D,390,D,-75,D,01,D,24000,D
20183,03898242,39,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03898982,26,0,5,01,D,100,D,1,D,0.0650,D,284,D,1216,D,01,D,17500,D
20183,03899322,26,0,5,01,D,100,D,1,D,0.0650,D,3738,D,-138,D,01,D,295655,T
20183,03899482,22,0,5,01,D,100,D,1,D,0.0650,D,333,D,312,D,01,D,20476,D
20183,03900912,9,0,1,01,D,100,D,1,D,0.0650,D,650,D,760,D,01,D,40000,D
20183,03901892,16,0,5,01,D,100,D,1,D,0.0650,D,1446,D,654,D,01,D,89000,D
20183,03902363,41,0,5,01,D,200,D,1,D,0.0650,D,244,D,113,D,01,D,15000,D
20183,03903562,24,0,5,01,D,100,D,1,D,0.0650,D,894,D,606,D,01,D,55000,D
20183,03903632,39,0,5,01,D,100,D,1,D,0.0650,D,184,D,1716,D,01,D,11300,D
20183,03903792,13,0,5,01,D,100,D,1,D,0.0650,D,179,D,121,D,01,D,11000,D
20183,03904772,25,0,5,01,D,100,D,1,D,0.0650,D,1268,D,-128,D,01,D,78000,D
20183,03905372,15,0,1,01,D,100,D,1,D,0.0650,D,163,D,137,D,01,D,10000,D
20183,03906002,30,0,5,01,D,100,D,1,D,0.0650,D,786,D,-156,D,01,D,48350,D
20183,03906632,25,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03907162,43,0,5,01,D,100,D,1,D,0.0650,D,601,D,8399,D,01,D,37000,D
20183,03907672,24,0,5,01,D,100,D,1,D,0.0650,D,504,D,399,D,01,D,31000,D
20183,03907692,39,0,5,01,D,100,D,1,D,0.0650,D,1381,D,719,D,01,D,85000,D
20183,03908602,23,0,5,01,D,100,D,1,D,0.0650,D,780,D,27012,T,01,D,48000,D
20183,03908672,14,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,62000,D
20183,03909092,21,0,5,01,D,100,D,1,D,0.0650,D,2275,D,-1575,D,01,D,140000,D
20183,03909102,27,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03912172,20,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03912282,19,0,5,01,D,100,D,1,D,0.0650,D,439,D,-142,D,01,D,27000,D
20183,03923152,44,0,5,01,D,100,D,1,D,0.0650,D,150,D,750,D,01,D,9200,D
20183,03924712,33,0,5,01,D,100,D,1,D,0.0650,D,423,D,1077,D,01,D,26000,D
20183,03924732,37,0,5,01,D,100,D,1,D,0.0650,D,683,D,157,D,01,D,42000,D
20183,03926452,33,0,5,01,D,100,D,1,D,0.0650,D,1008,D,1602,D,01,D,62000,D
20183,03927922,38,0,5,01,D,100,D,1,D,0.0650,D,3250,D,50,D,01,D,200000,D
20183,03928202,25,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03929372,30,0,5,01,D,100,D,1,D,0.0650,D,146,F,604,F,01,D,9000,F
20183,03929722,19,0,5,01,D,100,D,1,D,0.0650,D,406,D,194,D,01,D,25000,D
20183,03929952,29,0,5,01,D,100,D,1,D,0.0650,D,926,D,124,D,01,D,57000,D
20183,03930562,21,0,5,01,D,100,D,1,D,0.0650,D,293,D,1207,D,01,D,18000,D
20183,03930592,29,0,5,01,D,100,D,1,D,0.0650,D,16,D,984,D,01,D,1000,D
20183,03931442,18,0,5,01,D,100,D,1,D,0.0650,D,1295,D,-309,D,01,D,79680,D
20183,03931662,18,0,5,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,3000,D
20183,03932532,9,0,1,01,D,300,D,1,D,0.0650,D,1788,D,162,D,01,D,110000,D
20183,03933522,34,0,5,01,D,100,D,1,D,0.0650,D,3575,D,925,D,01,D,295655,T
20183,03946071,20,0,1,02,D,300,D,1,D,0.0650,D,211,D,729,D,01,D,13000,D
20183,03946101,16,0,1,01,D,100,D,1,D,0.0650,D,418,D,1232,D,01,D,25700,D
20183,03948511,27,0,1,01,D,100,D,1,D,0.0650,D,910,D,-160,D,01,D,56000,D
20183,03948651,13,0,1,01,D,100,D,1,D,0.0650,D,488,D,1312,D,01,D,30000,D
20183,03949071,30,0,1,01,D,100,D,1,D,0.0650,D,683,D,1117,D,01,D,42000,D
20183,03950201,29,0,1,01,D,100,D,1,D,0.0650,D,1138,D,4862,D,01,D,70000,D
20183,03950421,15,0,1,01,D,100,D,1,D,0.0650,D,1853,D,2647,D,01,D,114000,D
20183,03951501,25,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03951511,30,0,1,01,D,100,D,1,D,0.0650,D,3250,D,-1150,D,01,D,200000,D
20183,03951691,11,0,1,01,D,100,D,1,D,0.0650,D,3250,D,800,D,01,D,200000,D
20183,03952321,22,0,1,01,D,100,D,1,D,0.0650,D,439,D,1265,D,01,D,27000,D
20183,03953081,13,0,1,01,D,100,D,1,D,0.0650,D,1381,D,755,D,01,D,85000,D
20183,03954541,20,0,1,01,D,100,D,1,D,0.0650,D,390,D,-280,D,01,D,24000,D
20183,03965101,14,0,1,01,D,100,D,1,D,0.0650,D,1138,D,3362,D,01,D,70000,D
20183,03965411,17,0,1,01,D,100,D,1,D,0.0650,D,943,D,2057,D,01,D,58000,D
20183,03965671,47,0,1,01,D,100,D,1,D,0.0650,D,1950,D,-495,D,01,D,120000,D
20183,03966551,16,0,1,01,D,100,D,1,D,0.0650,D,2031,D,-831,D,01,D,125000,D
20183,03966621,14,0,1,01,D,100,D,1,D,0.0650,D,41,D,958,D,01,D,2500,D
20183,03967051,16,0,1,01,D,100,D,1,D,0.0650,D,683,D,2017,D,01,D,42000,D
20183,03967461,29,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03967511,17,0,1,01,D,100,D,1,D,0.0650,D,1,D,109,D,01,D,85,D
20183,03968511,11,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,110000,D
20183,03968531,11,0,1,01,D,100,D,1,D,0.0650,D,62,D,-14,D,01,D,3800,D
20183,03969651,16,0,1,01,D,100,D,1,D,0.0650,D,130,D,1070,D,01,D,8000,D
20183,03970401,14,0,1,01,D,100,D,1,D,0.0650,D,504,F,399,F,01,D,31000,F
20183,03970801,19,0,1,01,D,100,D,1,D,0.0650,D,10,D,590,D,01,D,600,D
20183,03971044,9,0,1,01,D,100,D,1,D,0.0650,D,1836,D,1464,D,02,D,113000,D
20183,03972051,52,0,1,01,D,100,D,1,D,0.0650,D,2438,D,-548,D,01,D,150000,D
20183,03973234,55,0,1,01,D,100,D,1,D,0.0650,D,0,D,0,D,01,D,0,D
20183,03973234,56,0,1,02,D,200,D,1,D,0.0650,D,0,D,0,D,01,D,0,D
20183,03973951,11,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03974851,32,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03974861,25,0,1,01,D,100,D,1,D,0.0650,D,227,D,544,D,01,D,13949,D
20183,03974891,50,0,1,01,D,100,D,1,D,0.0650,D,325,D,8675,D,01,D,20000,D
20183,03985661,47,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03985791,25,0,1,02,D,300,D,1,D,0.0650,D,374,D,316,D,01,D,23000,D
20183,03987411,8,0,1,01,D,100,D,1,D,0.0650,D,236,D,364,D,01,D,14500,D
20183,03988051,47,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03988171,19,0,1,01,D,100,D,1,D,0.0650,D,81,D,369,D,01,D,5000,D
20183,03988181,14,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,14200,D
20183,03988471,11,0,1,01,D,100,D,1,D,0.0650,D,553,D,713,D,01,D,34000,D
20183,03989271,7,0,1,01,D,100,D,1,D,0.0650,D,3,D,194,D,01,D,197,D
20183,03989341,10,0,1,01,D,100,D,1,D,0.0650,D,94,D,1256,D,01,D,5800,D
20183,03989551,19,0,1,01,D,100,D,1,D,0.0650,D,195,D,105,D,01,D,12000,D
20183,03990371,19,0,1,01,D,100,D,1,D,0.0650,D,293,D,307,D,01,D,18000,D
20183,03991211,52,0,1,01,D,100,D,1,D,0.0650,D,374,D,826,D,01,D,23000,D
20183,03991721,20,0,1,01,D,100,D,1,D,0.0650,D,455,F,-155,F,01,D,28000,F
20183,03992311,21,0,1,01,D,100,D,1,D,0.0650,D,1170,D,-270,D,01,D,72000,D
20183,03992771,5,0,1,01,D,100,D,1,D,0.0650,D,211,D,539,D,01,D,13000,D
20183,03993191,27,0,1,01,D,100,D,1,D,0.0650,D,34,D,266,D,01,D,2100,D
20183,03993501,12,0,1,01,D,100,D,1,D,0.0650,D,325,D,1175,D,01,D,20000,D
20183,03993581,53,0,1,01,D,100,D,1,D,0.0650,D,6122,D,1153,D,01,D,295655,T
20183,03994231,48,0,1,01,D,100,D,2,D,0.0650,D,,A,,A,01,D,0,D
20183,03995471,48,0,1,01,D,100,D,1,D,0.0650,D,19,D,1481,D,01,D,1160,D
20184,03819304,27,0,5,01,D,100,D,1,D,0.0675,D,356,F,-86,F,01,D,21090,F
20184,03819504,37,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03820744,23,0,5,01,D,100,D,1,D,0.0675,D,388,D,317,D,01,D,23000,D
20184,03821084,25,0,5,01,D,100,D,1,D,0.0675,D,540,D,218,D,01,D,32000,D
20184,03821984,14,0,5,01,D,100,D,1,D,0.0675,D,641,D,259,D,01,D,38000,D
20184,03822184,36,0,5,01,D,100,D,1,D,0.0675,D,2700,D,-450,D,01,D,160000,D
20184,03822194,22,0,5,01,D,100,D,1,D,0.0675,D,186,D,714,D,01,D,11000,D
20184,03822364,57,0,1,01,D,100,D,1,D,0.0675,D,818,F,-173,F,01,D,48500,F
20184,03822504,21,0,5,01,D,100,D,1,D,0.0675,D,3291,D,309,D,01,D,195000,D
20184,03822994,34,0,5,01,D,100,D,1,D,0.0675,D,1350,D,-270,D,01,D,80000,D
20184,03823234,25,0,5,01,D,100,D,1,D,0.0675,D,641,F,259,F,01,D,38000,F
20184,03823734,15,0,5,01,D,100,D,1,D,0.0675,D,84,F,366,F,01,D,5000,F
20184,03824544,29,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03825314,24,0,5,01,D,100,D,2,D,0.0675,D,203,F,847,F,01,D,12000,F
20184,03825344,43,0,5,01,D,100,D,1,D,0.0675,D,143,D,262,D,01,D,8500,D
20184,03825474,24,0,5,01,D,100,D,2,D,0.0675,D,1350,F,-30,F,01,D,80000,F
20184,03825904,49,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03825904,50,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,02,D,0,D
20184,03825904,51,0,5,01,D,100,D,1,D,0.0675,D,1401,D,4599,D,03,D,83000,D
20184,03826704,28,0,5,01,D,100,D,1,D,0.0675,D,338,D,292,D,01,D,20000,D
20184,03827094,16,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,64000,D
20184,03827274,78,0,5,01,D,100,D,1,D,0.0675,D,614,D,7,D,01,D,36370,D
20184,03827294,25,0,5,01,D,100,D,1,D,0.0675,D,743,F,1057,F,01,D,44000,F
20184,03828344,13,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,9000,D
20184,03828924,32,0,5,01,D,100,D,1,D,0.0675,D,287,D,913,D,01,D,17000,D
20184,03840094,31,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03840454,25,0,5,01,D,100,D,1,D,0.0675,D,1328,D,122,D,01,D,78700,D
20184,03840654,28,0,5,01,D,100,D,1,D,0.0675,D,84,D,6,D,01,D,5000,D
20184,03840774,45,0,5,01,D,100,D,1,D,0.0675,D,759,D,-127,D,01,D,45000,D
20184,03841024,21,0,5,01,D,100,D,1,D,0.0675,D,861,F,39,F,01,D,51000,F
20184,03841064,32,0,5,01,D,100,D,1,D,0.0675,D,68,D,3932,D,01,D,4000,D
20184,03841954,45,0,5,01,D,100,D,1,D,0.0675,D,16,D,4947,D,01,D,966,D
20184,03842384,40,0,5,01,D,100,D,1,D,0.0675,D,184,D,6841,D,01,D,10900,D
20184,03843394,24,0,5,01,D,100,D,1,D,0.0675,D,945,F,555,F,01,D,56000,F
20184,03843664,18,0,5,01,D,100,D,2,D,0.0675,D,211,F,1389,F,01,D,12500,F
20184,03845344,19,0,5,01,D,100,D,1,D,0.0675,D,1941,F,869,F,01,D,115000,F
20184,03845944,32,0,5,01,D,100,D,1,D,0.0675,D,354,D,1440,D,01,D,21000,D
20184,03846444,23,0,5,01,D,100,D,1,D,0.0675,D,945,D,-168,D,01,D,56000,D
20184,03846524,39,0,5,01,D,100,D,1,D,0.0675,D,1198,D,62,D,01,D,71000,D
20184,03847004,24,0,5,01,D,100,D,2,D,0.0675,D,277,F,723,F,01,D,16400,F
20184,03847184,46,0,5,01,D,100,D,1,D,0.0675,D,743,D,886,D,01,D,44039,D
20184,03847504,21,0,5,01,D,100,D,1,D,0.0675,D,743,F,886,F,01,D,44039,F
20184,03847774,27,0,5,01,D,100,D,1,D,0.0675,D,1257,D,-272,D,01,D,74500,D
20184,03848054,24,0,5,01,D,100,D,1,D,0.0675,D,1013,D,1297,D,01,D,60000,D
20184,03848364,48,0,5,01,D,100,D,1,D,0.0675,D,1662,D,1338,D,01,D,98500,D
20184,03848444,9,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,26000,D
20184,03848524,24,0,5,01,D,100,D,1,D,0.0675,D,793,D,107,D,01,D,47000,D
20184,03848614,44,0,5,01,D,100,D,1,D,0.0675,D,591,D,609,D,01,D,35000,D
20184,03848744,51,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,29000,D
20184,03850554,18,0,5,01,D,100,D,1,D,0.0675,D,37,F,935,F,01,D,2200,F
20184,03850784,18,0,5,01,D,100,D,1,D,0.0675,D,304,F,566,F,01,D,18000,F
20184,03851054,49,0,5,01,D,100,D,1,D,0.0675,D,506,F,2644,F,01,D,30000,F
20184,03851054,50,0,5,01,D,100,D,1,D,0.0675,D,1065,F,27012,V,02,D,63138,F
20184,03851174,29,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03852234,16,0,5,01,D,100,D,1,D,0.0675,D,246,F,234,F,01,D,14600,F
20184,03852804,26,0,5,01,D,100,D,1,D,0.0675,D,1013,F,1297,F,01,D,60000,F
20184,03853054,19,0,5,01,D,100,D,1,D,0.0675,D,759,D,291,D,01,D,45000,D
20184,03854234,42,0,5,01,D,300,D,1,D,0.0675,D,10969,F,-2273,V,01,D,463667,V
20184,03854344,31,0,5,01,D,100,D,1,D,0.0675,D,135,D,465,D,01,D,8000,D
20184,03854414,26,0,5,01,D,100,D,1,D,0.0675,D,1131,D,-329,D,01,D,67000,D
20184,03854534,15,0,5,01,D,100,D,1,D,0.0675,D,810,D,-141,D,01,D,48000,D
20184,03855304,58,0,5,01,D,100,D,1,D,0.0675,D,388,F,272,F,01,D,23000,F
20184,03855444,19,0,5,01,D,100,D,1,D,0.0675,D,540,D,360,D,01,D,32000,D
20184,03856364,16,0,5,01,D,100,D,2,D,0.0675,D,540,F,360,F,01,D,32000,F
20184,03857154,22,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,118000,D
20184,03857654,21,0,5,01,D,100,D,1,D,0.0675,D,2013,D,-413,D,01,D,119300,D
20184,03859664,17,0,5,01,D,100,D,1,D,0.0675,D,371,D,529,D,01,D,22000,D
20184,03860024,27,0,5,01,D,100,D,1,D,0.0675,D,422,D,208,D,01,D,25000,D
20184,03891703,32,0,5,01,D,100,D,1,D,0.0675,D,0,D,0,D,01,D,0,D
20184,03891933,12,0,5,01,D,100,D,1,D,0.0675,D,84,D,1116,D,01,D,5000,D
20184,03892343,24,0,5,01,D,100,D,1,D,0.0675,D,1249,F,-79,F,01,D,74000,F
20184,03892833,40,0,5,01,D,100,D,1,D,0.0675,D,186,D,1164,D,01,D,11000,D
20184,03893283,39,0,5,01,D,100,D,1,D,0.0675,D,2,D,198,D,01,D,100,D
20184,03893363,18,0,5,01,D,100,D,1,D,0.0675,D,338,D,5662,D,01,D,20000,D
20184,03894453,21,0,5,01,D,100,D,1,D,0.0675,D,962,D,-22,D,01,D,57000,D
20184,03894463,18,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,68000,D
20184,03894623,35,0,5,01,D,100,D,1,D,0.0675,D,186,F,1164,F,01,D,11000,F
20184,03894663,33,0,5,01,D,100,D,1,D,0.0675,D,304,D,566,D,01,D,18000,D
20184,03894913,31,0,5,01,D,100,D,1,D,0.0675,D,200,D,2450,D,01,D,11876,D
20184,03895113,22,0,5,01,D,100,D,1,D,0.0675,D,473,D,127,D,01,D,28000,D
20184,03895513,36,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,105000,D
20184,03895803,18,0,5,01,D,100,D,1,D,0.0675,D,388,D,272,D,01,D,23000,D
20184,03896193,22,0,5,01,D,100,D,1,D,0.0675,D,236,D,3364,D,01,D,14000,D
20184,03896233,27,0,5,01,D,100,D,1,D,0.0675,D,356,D,-86,D,01,D,21090,D
20184,03897583,12,0,5,01,D,100,D,1,D,0.0675,D,429,D,636,D,01,D,25400,D
20184,03898243,43,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03898983,31,0,5,01,D,100,D,1,D,0.0675,D,278,D,1222,D,01,D,16500,D
20184,03899323,21,0,5,01,D,100,D,1,D,0.0675,D,4101,D,99,D,01,D,295655,T
20184,03900483,32,0,5,01,D,100,D,1,D,0.0675,D,506,D,-306,D,01,D,30000,D
20184,03900883,48,0,5,02,D,300,D,1,D,0.0675,D,692,D,58,D,01,D,41000,D
20184,03901893,19,0,5,01,D,100,D,1,D,0.0675,D,1480,D,320,D,01,D,87700,D
20184,03902364,39,0,5,01,D,200,D,1,D,0.0675,D,3088,D,1112,D,01,D,183000,D
20184,03903393,17,0,5,01,D,100,D,2,D,0.0675,D,945,F,-345,F,01,D,56000,F
20184,03903563,26,0,5,01,D,100,D,1,D,0.0675,D,945,D,555,D,01,D,56000,D
20184,03903633,37,0,5,01,D,100,D,1,D,0.0675,D,186,D,414,D,01,D,11004,D
20184,03904773,22,0,5,01,D,100,D,1,D,0.0675,D,1316,D,-416,D,01,D,78000,D
20184,03905373,23,0,5,01,D,100,D,1,D,0.0675,D,810,D,-210,D,01,D,48000,D
20184,03906003,28,0,5,01,D,100,D,1,D,0.0675,D,818,D,-173,D,01,D,48500,D
20184,03906633,27,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03907093,19,0,5,01,D,100,D,1,D,0.0675,D,1080,D,20,D,01,D,64000,D
20184,03907163,31,0,5,01,D,100,D,1,D,0.0675,D,417,D,9583,D,01,D,24700,D
20184,03907673,22,0,5,01,D,100,D,1,D,0.0675,D,506,D,2644,D,01,D,30000,D
20184,03907693,43,0,5,01,D,100,D,1,D,0.0675,D,1434,D,79,D,01,D,85000,D
20184,03908603,23,0,5,01,D,100,D,1,D,0.0675,D,1065,D,27012,T,01,D,63138,D
20184,03908673,13,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,62000,D
20184,03909093,20,0,5,01,D,100,D,1,D,0.0675,D,844,D,206,D,01,D,50000,D
20184,03909103,30,0,5,01,D,100,D,1,D,0.0675,D,1603,D,647,D,01,D,95000,D
20184,03910613,25,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03912173,33,0,5,01,D,100,D,1,D,0.0675,D,27,D,399,D,01,D,1574,D
20184,03912283,17,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,26000,D
20184,03923153,33,0,5,01,D,100,D,1,D,0.0675,D,143,D,957,D,01,D,8500,D
20184,03924733,36,0,5,01,D,100,D,1,D,0.0675,D,709,D,131,D,01,D,42000,D
20184,03926453,25,0,5,01,D,100,D,1,D,0.0675,D,928,D,11072,D,01,D,55000,D
20184,03927923,25,0,5,01,D,100,D,1,D,0.0675,D,5999,D,1,D,01,D,295655,T
20184,03928203,20,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03929723,32,0,5,01,D,100,D,2,D,0.0675,D,,A,,A,01,D,0,D
20184,03929953,32,0,5,01,D,100,D,1,D,0.0675,D,861,D,39,D,01,D,51000,D
20184,03930563,25,0,5,01,D,100,D,1,D,0.0675,D,278,D,1222,D,01,D,16500,D
20184,03930593,30,0,5,01,D,100,D,1,D,0.0675,D,34,D,1466,D,01,D,2000,D
20184,03930833,23,0,5,01,D,100,D,1,D,0.0675,D,17,D,983,D,01,D,1000,D
